country,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
United Kingdom,2021-10-14,NA,estimate,0.876871812611379,0.877837930352136,0.0900039350977941,0.736558508088763,0.815081555155489,0.852447611685853,0.896856527609282,0.934023380899852,1.02905059639063
United Kingdom,2021-10-15,NA,estimate,0.880332977626529,0.881426793020479,0.0712402295516318,0.768266719554365,0.832860934944537,0.86202261038423,0.897914372521216,0.926478250159521,1.00146053346575
United Kingdom,2021-10-16,NA,estimate,0.88534318183852,0.887123065481888,0.0565255541553158,0.796229106555444,0.84954863166762,0.871535679009811,0.900701296725691,0.923550535561881,0.983516508198302
United Kingdom,2021-10-17,NA,estimate,0.893568196420481,0.894348600450617,0.0460447778970774,0.820004477893825,0.863447154229937,0.881965542912753,0.904706093340513,0.924158730292867,0.972601807499876
United Kingdom,2021-10-18,NA,estimate,0.901346850828509,0.902383118379112,0.0396615000662328,0.839523376865481,0.875428461059823,0.891531507318939,0.911838403064734,0.929362904684455,0.969944383781241
United Kingdom,2021-10-19,NA,estimate,0.909649585924329,0.910429351248218,0.036704228692647,0.851138728510437,0.885026600237787,0.900141417731939,0.918716420385428,0.934196810892976,0.972193020285107
United Kingdom,2021-10-20,NA,estimate,0.916058266428232,0.917697374772991,0.0359963579743707,0.860247170572546,0.893731914766634,0.907220257630442,0.92531638779672,0.941937662492254,0.978467483089576
United Kingdom,2021-10-21,NA,estimate,0.921989730900157,0.92350736689787,0.0362487125329934,0.866655895111606,0.899745883027243,0.912925480187925,0.930865510456633,0.946609743342784,0.986177549712103
United Kingdom,2021-10-22,NA,estimate,0.925641329119293,0.927402242474626,0.0364525844506661,0.86992799497747,0.903326476464215,0.91713041293491,0.933758549741446,0.95025626938001,0.991345841022866
United Kingdom,2021-10-23,NA,estimate,0.927538056867305,0.92924991276212,0.0360616427924358,0.87220164608336,0.905343249958341,0.918886336025639,0.936390729880946,0.951611347219277,0.992707954865158
United Kingdom,2021-10-24,NA,estimate,0.928079630380676,0.929307047829318,0.0350449347353541,0.873494527552492,0.905437403239562,0.919842871527847,0.936215498022604,0.95129781916171,0.988912087279797
United Kingdom,2021-10-25,NA,estimate,0.927310847188443,0.928219944313017,0.0338387699697779,0.874598529560922,0.905757485243776,0.919239798921635,0.935343267284179,0.94977876467567,0.984562641364012
United Kingdom,2021-10-26,NA,estimate,0.926437176211348,0.926954528368408,0.033115704588668,0.873684711145361,0.904761131509816,0.91832351735141,0.93470678386766,0.949296652931633,0.981069945365101
United Kingdom,2021-10-27,NA,estimate,0.927057139381117,0.926668769174297,0.0333468542424799,0.872800092946119,0.90452921060653,0.918190520490137,0.93478241639081,0.94954525848999,0.980102472012499
United Kingdom,2021-10-28,NA,estimate,0.929256940847708,0.928555137372717,0.0344260915602026,0.87176903430558506,0.904962158878688,0.920319021788663,0.937928626622838,0.95200082233943,0.983489206105788
United Kingdom,2021-10-29,NA,estimate,0.934459777649679,0.933681347126335,0.0357353970979807,0.875501795412596,0.909195009940325,0.925099162441044,0.943096618034405,0.958057558176411,0.992096065005611
