country,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
United Kingdom,2022-03-04,NA,estimate,1.31673484949999,1.32026531847131,0.0893110281368701,1.18145850077068,1.25648269401886,1.29430947627123,1.33987274117192,1.37641083713289,1.47391696375116
United Kingdom,2022-03-05,NA,estimate,1.2963112901768,1.29784953775493,0.0681539231583441,1.19177127141539,1.25107939357962,1.27839359684285,1.31376990854009,1.3415745165339,1.41113600764133
United Kingdom,2022-03-06,NA,estimate,1.27207257715755,1.2728983126878,0.0509459924269453,1.1921327434117,1.23878592881365,1.25902558343895,1.28446579318016,1.30519569092052,1.35806289858742
United Kingdom,2022-03-07,NA,estimate,1.24486057399505,1.24616058604223,0.0377862889010768,1.1858649434392,1.22137679694508,1.23598595160782,1.25427655018052,1.27033816888378,1.30844324100536
United Kingdom,2022-03-08,NA,estimate,1.21773449845931,1.21858280306791,0.0290660933310692,1.17219083794185,1.19926874158526,1.21076166476693,1.22481536199932,1.23758481203769,1.26733824139928
United Kingdom,2022-03-09,NA,estimate,1.19132578205006,1.19114115218497,0.025140127840857,1.14970155064024,1.17451431608129,1.18548490121232,1.19718226463835,1.20796387412561,1.2323937451316
United Kingdom,2022-03-10,NA,estimate,1.16519107921839,1.16467659085772,0.0249360197882129,1.1225135659616,1.14889613724225,1.15906635916272,1.17136370417661,1.18152736838807,1.20392975894911
United Kingdom,2022-03-11,NA,estimate,1.1407007155079,1.13976941197512,0.0260368741200536,1.09492269594961,1.12310601665805,1.13383810057249,1.14717173622778,1.15783008979079,1.18058118516348
United Kingdom,2022-03-12,NA,estimate,1.1173800802655,1.11667136120831,0.0265365515353359,1.06950015953319,1.09980990630372,1.11070273256492,1.1244431675435,1.13505719164627,1.1585896373583
United Kingdom,2022-03-13,NA,estimate,1.09609505743442,1.09529498402544,0.0256752300888479,1.05045885759979,1.07931539627277,1.08996458396005,1.10300021237117,1.11280571648788,1.13571432289446
United Kingdom,2022-03-14,NA,estimate,1.07593232208603,1.07525032550245,0.023604987547966,1.03490427587491,1.06030596393416,1.07029163816646,1.08212222595571,1.0911390001939,1.11257700897337
United Kingdom,2022-03-15,NA,estimate,1.05621069245131,1.05591848310306,0.0211620477929053,1.02120890254236,1.04206788599229,1.05106937332319,1.06155275472575,1.07037772652975,1.08984207242367
United Kingdom,2022-03-16,NA,estimate,1.03621664969007,1.03655449857321,0.0195654110783424,1.00503516506961,1.02354211823244,1.03118915141291,1.04113325950616,1.04930207866219,1.06930764428682
United Kingdom,2022-03-17,NA,estimate,1.0157097969029,1.01641269516119,0.0196178585434183,0.98583118582962,1.0032423757388,1.01098832855182,1.02038211512872,1.02845970981013,1.05044038723115
United Kingdom,2022-03-18,NA,estimate,0.993607481410893,0.994882752479112,0.0208753056691352,0.963397000267489,0.980489921532403,0.988688693869291,0.998814497172706,1.00772572660443,1.03150766639245
United Kingdom,2022-03-19,NA,estimate,0.969883637456309,0.971616107923451,0.0221323711109775,0.939130747579448,0.956125360691926,0.964767651820711,0.97525418892179,0.985255169507202,1.01080356456015
United Kingdom,2022-03-20,NA,estimate,0.944444028126168,0.946615523690383,0.0224471302156197,0.913078479036846,0.930708898110567,0.939403258146556,0.950285775517159,0.960442447831282,0.986518447582093
United Kingdom,2022-03-21,NA,estimate,0.918375094647861,0.920262935294141,0.0215291589131164,0.887936389294009,0.905084707900599,0.913278530411528,0.923809945768404,0.934005426810186,0.957726390015081
United Kingdom,2022-03-22,NA,estimate,0.892057155055158,0.893275050178826,0.0197059444570429,0.863279184927999,0.879684107734863,0.887244548609106,0.89707741056529,0.905645411125617,0.92710686685181
United Kingdom,2022-03-23,NA,estimate,0.865880283738712,0.866597789172622,0.0177477777893077,0.838547940762174,0.854429302517225,0.861771625407466,0.869970406354221,0.877949136583222,0.896983413402064
United Kingdom,2022-03-24,NA,estimate,0.840830127831609,0.841268834497451,0.0165250899520099,0.814271557946541,0.8303923756181,0.836871345606878,0.845005837460174,0.852200967772072,0.868836515491798
United Kingdom,2022-03-25,NA,estimate,0.818656186283307,0.818283008277311,0.01644914158554,0.791193779761211,0.807547016743407,0.814461453890875,0.822654313035297,0.829078006123049,0.844968709786965
