country,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
United Kingdom,2021-10-31,NA,estimate,0.934568126050643,0.934131527953677,0.0246964582538056,0.891794659554278,0.918780688825246,0.928494718307048,0.940507520938573,0.950040584471506,0.973383931073376
United Kingdom,2021-11-01,NA,estimate,0.952774648500066,0.952424674751891,0.0248591391975879,0.911100909137521,0.93680890457718,0.946900156281041,0.958049759321332,0.968418521814412,0.992467539923016
United Kingdom,2021-11-02,NA,estimate,0.972541875978349,0.972591487256966,0.0251658976232503,0.931480511735516,0.956471909242687,0.966161904759936,0.978405448288632,0.988262343468353,1.01414380728316
United Kingdom,2021-11-03,NA,estimate,0.993094347846322,0.99392069351438594,0.0256799963437405,0.953183990746057,0.97684100151735,0.986781397715681,0.99924593046625,1.00937182899832,1.03687040736029
United Kingdom,2021-11-04,NA,estimate,1.01417885202382,1.01556786058601,0.026529424278318,0.974066537838317,0.997500369796148,1.00834535559485,1.02060494737821,1.03204469902711,1.06005972001232
United Kingdom,2021-11-05,NA,estimate,1.0351941455311,1.03659058461096,0.0277974121137296,0.993601784598518,1.01780979206495,1.02830905560519,1.04184288071085,1.05406462671398,1.08321097588289
United Kingdom,2021-11-06,NA,estimate,1.05476027996996,1.05600576539946,0.0293892893609566,1.01017861854866,1.03588585989257,1.04721918162441,1.0621605075065499,1.07508900475958,1.10668834732493
United Kingdom,2021-11-07,NA,estimate,1.0714181149903,1.07286771810438,0.0310015439787016,1.02361329182531,1.05108819223067,1.06402248479733,1.07935942818701,1.0936693542735,1.12586865309653
United Kingdom,2021-11-08,NA,estimate,1.0849820594582,1.08635958124036,0.032234216297733403,1.03553585032537,1.06351418291664,1.07660057589821,1.09294482180141,1.10765241806714,1.14120727135711
United Kingdom,2021-11-09,NA,estimate,1.09435849928385,1.09588347589519,0.0327687706139552,1.04377816334129,1.07301654663829,1.08607439010086,1.10297082837948,1.11710116762535,1.15258576520911
United Kingdom,2021-11-10,NA,estimate,1.09957704508821,1.10113066536,0.0325128662309059,1.05022952766024,1.07856799591387,1.09102788231554,1.10844658301751,1.12233469711812,1.15742854010874
United Kingdom,2021-11-11,NA,estimate,1.10057145490174,1.10211484576395,0.0316534964602389,1.05315935135582,1.08008311223196,1.09260778757384,1.10847650843643,1.12269429095574,1.1556950219473
United Kingdom,2021-11-12,NA,estimate,1.09796900959946,1.09916023474301,0.0305947368060843,1.05194538832316,1.07809974240521,1.09003837827847,1.1058027507232,1.11956312018499,1.15079396170901
United Kingdom,2021-11-13,NA,estimate,1.09216294037149,1.09284809032355,0.0297972419301763,1.04554645258377,1.07315017201897,1.08474198254284,1.09955878659527,1.11205077538427,1.14272779226255
United Kingdom,2021-11-14,NA,estimate,1.08439333549272,1.08393532743525,0.0296133831777604,1.0350304798161,1.06428695039791,1.07681080677207,1.09131617362596,1.10281377806702,1.13197641703853
United Kingdom,2021-11-15,NA,estimate,1.074051788199,1.07326293522175,0.0302637969589868,1.02247833425521,1.05378086669854,1.06660546634435,1.08148034853951,1.09306351501205,1.12199546554179
United Kingdom,2021-11-16,NA,estimate based on partial data,1.06214828853742,1.06166961415872,0.0319859488769001,1.00741160081636,1.04129540233606,1.05484489623884,1.06998021192358,1.08314292552757,1.11296344100363
United Kingdom,2021-11-17,NA,estimate based on partial data,1.05063916986573,1.04992043101853,0.0351702262254222,0.991920504250931,1.0268382186084,1.04155975766144,1.05907137707983,1.07359481908651,1.10631897340524
United Kingdom,2021-11-18,NA,estimate based on partial data,1.03891486402894,1.03865495978913,0.0402870796153565,0.972006063699929,1.01137452395271,1.02904006670437,1.04903762725952,1.06614476016987,1.10437086880694
United Kingdom,2021-11-19,NA,estimate based on partial data,1.02899018398682,1.0283561875643,0.0476659333728284,0.949770545363985,0.995954694125125,1.01629745600024,1.04068444278509,1.06076236770778,1.10741048418549
United Kingdom,2021-11-20,NA,estimate based on partial data,1.02017986949207,1.01934001931337,0.0573706239137412,0.926023115215747,0.981024383456987,1.00389510359037,1.03449884043848,1.05805386292889,1.11289722774023
United Kingdom,2021-11-21,NA,estimate based on partial data,1.01159667456118,1.0117640717406,0.0692586168206628,0.898640543212413,0.963928304086413,0.99492080522748,1.03064940094007,1.05827760498116,1.12450297755607
United Kingdom,2021-11-22,NA,estimate based on partial data,1.00439115669522,1.00565259466097,0.083103217400046,0.868775444729902,0.9498001483152,0.984730663027884,1.02761910554703,1.061482128429,1.13753170881025
United Kingdom,2021-11-23,NA,estimate based on partial data,0.999549198740407,1.00093196273525,0.0986708208211297,0.840567816481848,0.93661177221384,0.9762049268407,1.02467469286497,1.06623637879423,1.15922399675463
United Kingdom,2021-11-24,NA,estimate based on partial data,0.994937625693525,0.99746940269036,0.115735946818967,0.812091661353536,0.922617783189823,0.967683274737857,1.02444090979858,1.06976228681269,1.18530941670758
United Kingdom,2021-11-25,NA,estimate based on partial data,0.991008121202406,0.995107777960894,0.134060460675129,0.785829759431311,0.909145168497144,0.958844217404357,1.02393191712383,1.07371761102688,1.21043988742126
United Kingdom,2021-11-26,NA,estimate based on partial data,0.989047152234609,0.993691745809907,0.153371453691753,0.761540615280744,0.896301816284572,0.951563098971374,1.02444430950798,1.08021938741687,1.24280762517379
