Date,Retail and recreation,Grocery and pharmacy,Parks,Transit stations,Workplaces,Residential 
2022-03-19,84,99,122.7,70.7,79,105.3
2022-03-20,84.6,99.3,127.4,71.3,78.9,105.1
2022-03-21,84.7,99.4,128.3,71.3,78.9,105.1
2022-03-22,84.9,99.7,130.9,71.4,78.9,105
2022-03-23,85.9,100.4,137.6,71.9,78.9,104.7
2022-03-24,86,100.9,140,72,79,104.6
2022-03-25,86.4,101.7,141,72.1,79,104.4
2022-03-26,87,103.4,142.7,72.7,79.1,104.3
2022-03-27,87.3,103.9,143.1,73.1,79.4,104.1
2022-03-28,87.4,103.9,143.4,73.3,79.3,104.1
2022-03-29,87.1,103.7,139.7,73.1,79.1,104.3
2022-03-30,86.4,103.4,134.3,72.7,79.1,104.4
2022-03-31,85.9,103,128.6,72.3,79.1,104.6
2022-04-01,85.1,102.3,123.7,71.9,79.4,104.7
2022-04-02,84.4,100.7,118.1,70.9,79.4,105
2022-04-03,83.9,100.3,115.4,70.3,79.3,105.3
2022-04-04,83.4,100,112.6,69.9,78.9,105.3
2022-04-05,83.7,100,113.6,69.7,78.4,105.3
2022-04-06,84,99.9,114.3,69.7,77.9,105.4
2022-04-07,84,99.7,115.7,69.7,77.3,105.4
2022-04-08,84.4,100.1,118,70,76.6,105.4
2022-04-09,84.6,100.6,119.9,70.7,76.7,105.3
2022-04-10,85.1,101,122.1,71.3,76.9,105.1
2022-04-11,86.6,102,127.9,71.9,76.1,105.1
2022-04-12,87.3,102.6,129.6,72,75.3,105.3
2022-04-13,88.6,103.6,135.4,72.6,74.4,105.1
2022-04-14,91,105.9,143.4,73.4,73.3,104.9
2022-04-15,91.4,105.3,153.6,72.3,68.3,105.7
2022-04-16,90.9,105.7,159.1,72,67,105.7
2022-04-17,87.6,100.1,164,71.4,65.1,105.7
2022-04-18,87.9,98.6,171.7,69.7,59.9,106.6
2022-04-19,87.6,98.7,173.7,69.9,60,106.4
2022-04-20,87,98.4,174.9,69.9,60.7,106.3
2022-04-21,85.4,96.9,173.7,69.6,61.9,106.4
2022-04-22,85,97.4,165.1,70.9,66.9,105.6
2022-04-23,85.6,97.1,159.9,71.1,68.3,105.6
2022-04-24,88.6,102.7,155.6,71.9,70.3,105.6
2022-04-25,87.6,104.1,144.6,73.9,77.1,104.4
2022-04-26,87.7,104.1,142.6,74.6,78.9,104.1
2022-04-27,87.6,104.4,137.6,75,80,104
2022-04-28,87.6,104.7,132.9,75.4,81,103.9
2022-04-29,88.3,105.4,133.1,76,81.9,103.6
2022-04-30,89.1,105.7,135.7,76.9,81.9,103.3
2022-05-01,90.7,105.9,134,77.1,81.7,103.1
2022-05-02,92.4,104.3,143.9,75.4,75.1,104.3
2022-05-03,92.3,104.7,142.9,75.3,74.9,104.3
2022-05-04,92.1,104.6,142.3,75.1,74.9,104.3
2022-05-05,92.6,104.7,144.7,75.1,74.9,104.1
2022-05-06,92.1,104.1,143.9,74.9,75,104.1
2022-05-07,91.9,103.9,143,74.4,75.3,104.3
2022-05-08,91.1,104.1,147.1,74.6,75.7,104.3
2022-05-09,89.6,105.7,138.4,76.4,82.4,103.1
2022-05-10,89.7,105.4,139.3,76.6,82.7,103
2022-05-11,89.7,105.3,138.6,76.7,82.7,103
2022-05-12,89.3,105,137.1,76.7,82.9,103
2022-05-13,89.4,105.3,138.3,76.9,82.9,103
2022-05-14,89.1,105.4,141.1,77.1,82.7,102.9
2022-05-15,88.4,105.1,135.7,76.9,82.4,103
2022-05-16,88.3,105.1,134.6,76.9,82.3,103
2022-05-17,88.4,105,136.6,77,82.3,103
2022-05-18,88.9,105.4,140.4,77.3,82.4,102.9
2022-05-19,89,105.6,142.6,77.4,82.3,102.9
2022-05-20,88.7,105.4,140.3,77.4,82.3,102.9
2022-05-21,88.9,105.4,138.4,77.4,82.3,102.9
2022-05-22,89.3,105.7,142.9,78,82.4,102.7
2022-05-23,89.3,105.9,143,78.1,82.6,102.7
2022-05-24,89.1,106,140.7,78.1,82.6,102.9
2022-05-25,89.1,106,138,78.1,82.4,103
2022-05-26,89.3,106.1,135.4,78.3,82.4,103
2022-05-27,90,106.4,139.4,78.9,82.3,102.9
2022-05-28,90,106.6,140.1,79.3,82.1,102.7
2022-05-29,90.1,106.4,138.9,79.6,82,102.7
2022-05-30,91.6,106.6,142.1,79.6,80.3,102.9
2022-05-31,93.1,107.1,144.9,79.4,78.6,103
2022-06-01,95.9,109,152.1,80,76.7,102.9
2022-06-02,98,109.1,168.4,79.1,70.4,103.7
2022-06-03,97.1,107.1,176.7,77,64.1,105
2022-06-04,95.7,106.1,177.1,76,63,105.3
2022-06-05,93.7,105.3,172.9,75.1,62.6,105.4
2022-06-06,92.3,105.3,170.4,74.9,63.6,105.4
2022-06-07,90.7,104.9,169.7,75.1,65,105.3
2022-06-08,87.7,103.1,163.6,74.6,66.7,105.4
2022-06-09,85.1,102.9,147.7,75.4,72.9,104.7
2022-06-10,85.6,104.7,138.9,77.4,79.1,103.6
2022-06-11,86.7,105.6,138,78.1,80.6,103.4
2022-06-12,88.6,106.7,143.4,78.9,81.3,103.3
2022-06-13,89,106.9,145.6,79.6,81.9,103
2022-06-14,89.4,107,147.6,79.9,82.1,102.9
2022-06-15,90,107.4,151.4,80.3,82.3,102.7
2022-06-16,90.6,108.1,155.1,80.6,82.3,102.6
2022-06-17,90.4,108.6,157.6,80.7,82,102.6
2022-06-18,90.3,109,155.1,80.6,81.7,102.7
2022-06-19,90.7,109.3,153.9,80.7,81.7,102.7
2022-06-20,90.9,109.4,156,80.9,81.7,102.7
2022-06-21,90.7,109.7,156.9,78.9,81.3,102.9
2022-06-22,90.4,109.6,157.7,78,81,103
2022-06-23,89.9,109.1,156.7,76.1,80.7,103.1
2022-06-24,90,108.9,154.3,75.7,80.7,103.1
2022-06-25,90.3,108.6,156.9,74.6,80.7,103.1
2022-06-26,90,108.3,158,74.3,80.6,103.1
2022-06-27,89.9,108,154.6,74.1,80.4,103.3
2022-06-28,89.9,107.6,150.9,76,80.6,103.3
2022-06-29,90.1,107.3,146.9,76.7,80.7,103.3
2022-06-30,90.9,107.3,144.9,78.6,80.9,103.3
2022-07-01,91,107.1,144.4,79.1,80.7,103.3
2022-07-02,91,106.9,143.7,80.7,80.7,103.3
2022-07-03,90.9,106.7,144,81.1,80.6,103.3
2022-07-04,91,106.9,145.9,81.1,80.3,103.3
2022-07-05,91.1,107,148.4,81.1,80.1,103.3
2022-07-06,91,106.9,149.9,81,79.9,103.3
2022-07-07,90.9,106.9,152.9,80.9,79.7,103.1
2022-07-08,90.9,107.1,155.9,80.6,79.6,103.1
2022-07-09,90.6,107.4,159.9,80.7,79.3,103
2022-07-10,90.3,107.9,163.1,81,79,102.9
2022-07-11,90.4,108.4,165.3,81,78.7,102.9
2022-07-12,90.3,108.4,165.6,80.9,78.3,102.9
2022-07-13,90.6,108.9,167.9,80.9,78.1,102.9
2022-07-14,90.7,109,168.3,80.9,78,103
2022-07-15,90.1,108.1,167.7,80.7,77.9,103.1
2022-07-16,90.1,108.6,166.6,80.7,78,103.1
2022-07-17,90,108.9,164.4,80.4,78.1,103.3
2022-07-18,89.1,108.4,162.7,79.4,77.7,104
2022-07-19,88.3,108.4,160.1,78,77.1,105.6
2022-07-20,88.6,109,158.6,78,77.1,105.7
2022-07-21,88.9,109.1,157.9,78,77,105.7
2022-07-22,89.4,109.7,156.1,78,76.7,105.9
2022-07-23,89.6,109.1,154.4,77.7,76.7,106
2022-07-24,89.4,107.9,152.4,77,76.6,106.1
2022-07-25,90.7,107.7,153,77.7,76.3,105.7
2022-07-26,92.4,107.7,158.1,79.3,76.1,104.3
2022-07-27,92.7,107,161.7,78,75,104.4
2022-07-28,93,106.9,164.3,77.7,74.1,104.6
2022-07-29,93.7,107,168.6,78,73.4,104.4
2022-07-30,94,106.9,168.6,77.7,73.1,104.3
2022-07-31,94.7,107.4,169.1,78.6,73.3,104.1
2022-08-01,95.1,107.6,173,78.9,73,104
2022-08-02,95.1,107.6,172.4,78.6,72.7,104.1
2022-08-03,95.1,107.6,173.3,79.9,72.7,104
2022-08-04,95,107.4,175,80,72.6,104
2022-08-05,94.6,107.3,175,79.7,72.4,104
2022-08-06,94.3,107.3,177.6,80.6,72.3,104
2022-08-07,94.3,107.4,181.6,80.9,72.1,103.9
2022-08-08,94,107.6,183,80.9,72.1,103.7
2022-08-09,93.9,107.7,186.3,81,72.1,103.4
2022-08-10,93.6,107.9,187.9,80.9,72.1,103.4
2022-08-11,93,108,188.4,80.7,72,103.4
2022-08-12,92.3,108,188.9,80.6,72,103.4
2022-08-13,91.6,108,188.7,79.4,72,103.4
2022-08-14,90.9,107.9,187.4,79,72,103.6
2022-08-15,90.6,107.7,183.9,78.7,72.1,104
2022-08-16,90.4,107.3,178,78.4,72.3,104.4
2022-08-17,90.3,106.7,173.1,78.4,72.4,104.9
2022-08-18,90.6,106.4,170.4,77.1,72.6,105.3
2022-08-19,91.1,106.3,169.1,76.6,72.7,105.7
2022-08-20,91.9,106.3,167.6,75.9,73,106
2022-08-21,92.6,106.1,167.1,75.9,73.3,106.1
2022-08-22,92.7,105.7,165.7,75.9,73.3,106.1
2022-08-23,93,105.9,168.9,76.1,73.4,106.1
2022-08-24,93.3,106.1,170.6,76.3,73.4,106
2022-08-25,93.3,106,169.1,77.4,73.4,105.9
2022-08-26,93.7,106.3,170.3,78.3,73.3,105.7
2022-08-27,93.9,106.3,172.6,80,73,105.6
2022-08-28,94.7,106.3,175.9,80.6,72.9,105.3
2022-08-29,95.3,105.1,184,79.1,68.1,105.9
2022-08-30,95.3,105.7,182.6,79,68,105.6
2022-08-31,95.6,106,181.4,78.9,68.1,105.4
2022-09-01,95.4,106.1,180.9,79,68.7,105
2022-09-02,94.9,105.9,176.6,78.7,69.6,104.7
2022-09-03,95.1,105.9,171.1,78.3,69.9,104.7
2022-09-04,94,106.3,163.6,77.1,70,105
2022-09-05,93,107.6,152.4,78.7,75.7,104
2022-09-06,91.9,106.7,146.7,78.9,76.9,103.9
2022-09-07,90.6,106.3,142,79.1,77.9,103.6
2022-09-08,89.7,105.7,136.4,79.3,78.4,103.6
2022-09-09,89.1,105.6,132.7,79.4,79,103.6
2022-09-10,88.7,105.7,133,79.3,79.1,103.6
2022-09-11,88.6,105.6,133.7,79.7,79.3,103.6
2022-09-12,88,105.4,133.4,80.1,79.6,103.6
2022-09-13,88.1,105.6,134.7,80.6,79.6,103.4
2022-09-14,88.3,105.6,136,80.9,79.6,103.3
2022-09-15,88.7,106.1,138.6,81,79.7,103.1
2022-09-16,89.3,106.7,140.3,81.4,79.7,103
2022-09-17,89.9,107.3,140.7,82,79.7,102.9
2022-09-18,91.1,109.6,140.7,82.4,79.4,102.6
2022-09-19,84.1,99.9,141.3,77.9,72.1,104.9
2022-09-20,84.6,102,141.1,78,72.3,104.9
2022-09-21,84.7,102.6,140.6,78,72.3,104.9
2022-09-22,84.6,102.6,139.1,78.3,72.3,105
2022-09-23,84.4,102.6,138.1,78.3,72.3,105
